lat,lon,row_idx,col_idx,elevation,slope,aspect,twi,curvature,rainfall_24h,rainfall_3h,river_distance,drainage_distance,flow_accumulation,soil_moisture,urban_density,road_distance,facility_distance,LST_C_mean,wind_speed_kmh,wind_gust_kmh,wind_dir_deg,wind_hazard_score,temp_max_C,apparent_temp_C,heat_index_C,uv_index,heat_hazard_score,heat_wave_flag,vegetation_cover,antecedent_rain_mm,factor_of_safety,landslide_susceptibility,in_roi,flood_occurred,landslide_occurred,wind_kmh,temp_C
30.5722,77.9813,124,84,1724.0,31.897776,164.224152,7.687218,-0.027996,91.484837,32.019693,1769.487938,670.274776,549.989386,0.2,0.0148,359.092486,12954.091115,9.556158,20.538637,46.48247,110.917901,0.1712,16.33,15.02,16.33,5.8,0.0443,0,0.35,28.27662,0.901,0.3063,1,0,0,20.538637,12.33
30.5722,77.9863,124,85,1671.0,31.227594,171.080002,7.751758,-0.027996,91.484837,32.019693,1489.790762,1103.899855,452.983343,0.2,0.0,491.59396,12712.752455,8.814965,20.139023,45.578075,110.917901,0.1678,16.38,15.07,16.38,5.8,0.046,0,0.35,28.27662,0.929,0.2983,1,0,0,20.139023,12.38
30.5722,77.9913,124,86,1524.0,37.880142,182.770615,7.601645,-0.021626,91.484837,32.019693,1103.432248,1561.949973,417.523115,0.2,0.0,791.331672,12485.223212,10.627583,19.030661,43.06966,110.917901,0.1586,16.43,15.13,16.43,5.8,0.0477,0,0.35,28.27662,0.693,0.3585,1,0,1,19.030661,12.43
30.5722,77.9963,124,87,1405.0,59.708668,130.728073,6.886568,-0.021626,91.484837,32.019693,674.09937,2028.862474,196.564522,0.2,0.0,1206.55003,12272.271686,7.286599,18.849704,42.660123,110.917901,0.1571,17.09,15.81,17.09,5.8,0.0697,0,0.35,28.27662,0.271,0.5533,1,1,1,18.849704,13.09
30.5722,78.0013,124,88,834.0,44.907684,101.237724,7.720574,-0.021626,91.531142,32.0359,307.217081,2244.57004,345.30446,0.2,0.0,1655.7534,12074.669382,14.942258,18.849704,42.660123,110.917901,0.1571,20.85,19.58,20.85,5.8,0.195,0,0.35,28.27662,0.514,0.4745,1,1,1,18.849704,16.85
30.5772,77.7613,125,40,575.0,29.46524,233.008331,8.397422,-0.078551,88.295248,30.903337,72.651225,19.323575,779.014184,0.2,0.044,867.477353,10285.322475,18.723654,25.558124,50.683375,139.451768,0.213,26.67,24.91,26.67,5.7,0.389,0,0.35,11.433698,1.028,0.2918,1,1,0,25.558124,22.67
30.5772,77.7663,125,41,843.0,35.047733,249.747147,8.067944,-0.078551,88.295248,30.903337,435.424151,382.387005,900.899644,0.2,0.0037,561.330909,10405.355369,14.772559,25.360885,50.301036,141.225863,0.2113,24.76,22.99,24.76,5.7,0.3253,0,0.35,11.433698,0.799,0.3649,1,1,1,25.360885,20.76
30.5772,77.7713,125,42,1055.0,39.801674,201.164993,7.796279,-0.091929,88.295248,30.903337,798.212183,743.113979,335.599468,0.2,0.0027,269.279296,10545.895437,13.242286,25.163647,49.918696,142.999957,0.2097,23.22,21.42,23.22,5.7,0.274,0,0.35,11.433698,0.65,0.3736,1,0,1,25.163647,19.22
30.5772,77.7763,125,43,1265.0,32.723026,238.058838,7.946692,-0.091929,88.295248,30.903337,1161.015321,1106.934957,546.280182,0.2,0.025,71.558948,10706.135316,10.975938,24.970095,49.564895,144.51675,0.2081,21.7,19.89,21.7,5.7,0.2233,0,0.35,11.43124,0.886,0.3313,1,1,0,24.970095,17.7
30.5772,77.7813,125,44,1381.0,25.4279,170.898041,8.181915,-0.285035,88.295248,30.903337,1525.917475,1517.962217,506.252857,0.2,0.009,46.107218,10885.205245,13.079523,24.854786,49.816754,140.57303,0.2071,20.98,19.22,20.98,5.7,0.1993,0,0.35,11.376621,1.249,0.2365,1,0,0,24.854786,16.98
30.5772,77.7863,125,45,1413.0,33.402534,230.33931,7.835742,-0.285035,88.295248,30.903337,1863.335346,1928.871461,551.697229,0.2,0.0,37.790552,11082.192672,13.184019,24.739477,50.068613,136.629311,0.2062,20.81,19.11,20.81,5.7,0.1937,0,0.35,11.322001,0.859,0.341,1,0,0,24.739477,16.81
30.5772,77.7913,125,46,1503.0,39.881939,217.412384,7.543526,-0.285035,88.295248,30.903337,1945.212691,2051.072724,549.807666,0.2,0.0006,5.721251,11296.16047,9.318112,24.653718,50.380856,132.685591,0.2054,20.28,18.63,20.28,5.7,0.176,0,0.35,11.267381,0.648,0.3917,1,0,1,24.653718,16.28
30.5772,77.7963,125,47,1519.0,30.275146,86.820786,7.891969,-0.27118,88.295248,30.903337,2134.54311,2270.207972,652.057917,0.2,0.0,135.542151,11526.163215,10.803294,24.695127,50.956679,128.741871,0.2058,20.32,18.72,20.32,5.7,0.1773,0,0.35,11.212761,0.99,0.343,1,0,0,24.695127,16.32
30.5772,77.8013,125,48,1405.0,33.541458,222.898605,7.835256,-0.27118,88.587296,31.005553,2174.069333,2264.668609,983.99834,0.2,0.0046,600.613158,11771.261194,11.234429,24.393551,50.824188,124.798152,0.2033,20.97,19.43,20.97,5.7,0.199,0,0.35,11.158141,0.854,0.3364,1,0,0,24.393551,16.97
30.5772,77.8063,125,49,1605.0,18.497437,156.832626,8.392073,-0.259716,88.587296,31.005553,2024.044922,2048.039036,942.268085,0.2,0.0,660.320931,12013.045666,10.373542,25.297929,53.221241,120.854432,0.2108,20.39,18.9,20.39,5.7,0.1797,0,0.35,11.103521,1.831,0.1374,1,0,0,25.297929,16.39
30.5772,77.8113,125,50,1513.0,52.902462,227.678558,7.078142,-0.259716,88.587296,31.005553,1887.89382,1854.04631,132.592298,0.2,0.0233,321.276668,12135.59381,8.576549,24.288581,51.594811,116.910713,0.2024,20.43,19.0,20.43,5.7,0.181,0,0.35,11.048901,0.371,0.5042,1,0,1,24.288581,16.43
30.5772,77.8163,125,51,1598.0,10.940184,157.102295,8.945349,-0.259716,88.587296,31.005553,1861.432247,1765.319233,718.784462,0.2,0.0,88.340006,12275.709146,11.897553,24.990292,53.601691,112.966993,0.2083,20.46,19.09,20.46,5.7,0.182,0,0.35,10.994281,3.243,0.1,1,0,0,24.990292,16.46
30.5772,77.8213,125,52,1442.0,40.320766,153.698578,7.565909,-0.058327,88.587296,31.005553,1877.445079,1483.375362,902.978318,0.2,0.0,143.517709,12432.797928,11.678437,23.932316,51.831623,109.023274,0.1994,20.88,19.56,20.88,5.7,0.196,0,0.35,10.939661,0.636,0.3787,1,0,1,23.932316,16.88
30.5772,77.8263,125,53,1305.0,30.109072,202.897705,8.027034,-0.058327,88.587296,31.005553,1997.477128,1005.24889,884.712327,0.2,0.0,574.230695,12606.22582,13.774811,23.817007,52.083481,105.079554,0.1985,21.8,20.54,21.8,5.7,0.2267,0,0.35,10.885041,0.998,0.282,1,0,0,23.817007,17.8
30.5772,77.8313,125,54,1570.0,21.442345,253.23085,8.255113,-0.104979,88.587296,31.005553,2217.124008,530.261262,840.302219,0.2,0.0092,129.280277,12795.328632,7.549312,24.27794,53.258812,104.513567,0.2023,20.38,19.12,20.38,5.7,0.1793,0,0.35,11.486331,1.54,0.198,1,1,0,24.27794,16.38
30.5772,77.8363,125,55,1363.0,21.95237,101.584396,8.357587,-0.104979,88.587296,31.005553,2510.373766,111.184179,857.174959,0.2,0.0,13.785821,12999.422484,8.908827,23.395159,51.401568,104.788985,0.195,21.06,19.8,21.06,5.7,0.202,0,0.35,12.25101,1.496,0.2096,1,0,0,23.395159,17.06
30.5772,77.8413,125,56,1371.0,35.611057,173.972336,7.778014,-0.104979,88.587296,31.005553,2284.43038,433.60582,642.488491,0.2,0.0,27.214529,13213.471329,15.09279,23.173645,50.994953,105.064402,0.1931,20.8,19.53,20.8,5.7,0.1933,0,0.35,13.015689,0.778,0.3345,1,0,1,23.173645,16.8
30.5772,77.8463,125,57,1538.0,31.084896,143.660828,7.847522,-0.044985,88.587296,31.005553,1817.791119,774.586804,392.297576,0.2,0.0027,168.516472,13436.823599,12.266259,23.301003,51.35728,105.33982,0.1942,19.76,18.48,19.76,5.7,0.1587,0,0.35,13.780368,0.951,0.299,1,0,0,23.301003,15.76
